Time,Force,D1,D2,D3,D4,D5,D6,D7
0.0504,-222.4237061,0.318897665,-0.53937018,-0.55905521,-0.763779641,-0.704724491,-0.409448952,-0.303149611
0.0506,-222.4237061,0.326771647,-0.527559282,-0.543307246,-0.748031677,-0.688976587,-0.397637994,-0.291338773
0.0508,-222.4237061,0.338582695,-0.515747964,-0.527559042,-0.732283413,-0.677165329,-0.3818897,-0.279527545
0.051,-222.4237061,0.346456707,-0.503937006,-0.511811018,-0.716535449,-0.661417365,-0.370078772,-0.271653533
0.0512,-222.4237061,0.354330719,-0.496062994,-0.496062994,-0.700787485,-0.645669341,-0.358267725,-0.259842575
0.0514,-222.4237061,0.366141617,-0.484252096,-0.48031506,-0.688976527,-0.633858383,-0.342519791,-0.248031617
0.0516,-222.4237061,0.374015569,-0.472441138,-0.464567126,-0.673228563,-0.61811042,-0.330708863,-0.24015747
0.0518,-222.4237061,0.38188982,-0.464566886,-0.452755838,-0.661417305,-0.606299162,-0.318897665,-0.228346467
0.052,-226.3955688,0.393700778,-0.452755898,-0.437007874,-0.645669281,-0.590551198,-0.307086617,-0.22047244
0.0522,-226.3955688,0.40157479,-0.444881886,-0.425196916,-0.633858323,-0.57874024,-0.295275659,-0.208661482
0.0524,-226.3955688,0.413385838,-0.433070988,-0.413385838,-0.622047366,-0.566929282,-0.287401587,-0.200787395
0.0526,-226.3955688,0.425196676,-0.429133892,-0.397637994,-0.610236408,-0.55905509,-0.275590719,-0.188976572
0.0528,-226.3955688,0.437007934,-0.42125976,-0.385826706,-0.59842521,-0.547244072,-0.267716497,-0.181102305
0.053,-230.3674164,0.448818922,-0.413385838,-0.374015749,-0.590551198,-0.535433114,-0.255905509,-0.169291347
0.0532,-230.3674164,0.456692934,-0.409448832,-0.362204791,-0.57874024,-0.527559102,-0.248031497,-0.16141738
0.0534,-230.3674164,0.468503832,-0.40157479,-0.354330719,-0.566929282,-0.515748144,-0.236220599,-0.153543308
0.0536,-230.3674164,0.476377964,-0.393700958,-0.342519851,-0.55905527,-0.507874012,-0.228346647,-0.14173247
0.0538,-230.3674164,0.488189012,-0.389763742,-0.334645599,-0.551181018,-0.49999994,-0.22047238,-0.129921257
0.054,-230.3674164,0.496062994,-0.38188976,-0.326771647,-0.543307066,-0.492125988,-0.212598428,-0.122047253
0.0542,-230.3674164,0.507873952,-0.377952784,-0.314960689,-0.535433174,-0.484251976,-0.200787455,-0.114173294
0.0544,-230.3674164,0.515747904,-0.374015749,-0.307086617,-0.527559222,-0.476377964,-0.196850389,-0.11023622
0.0546,-230.3674164,0.51968503,-0.370078952,-0.299212605,-0.51968521,-0.468504132,-0.188976392,-0.102362208
0.0548,-230.3674164,0.527559162,-0.370078772,-0.291338533,-0.515747964,-0.464566886,-0.181102305,-0.094488136
0.055,-230.3674164,0.531496048,-0.366141737,-0.283464581,-0.507874012,-0.456692934,-0.173228353,-0.086614177
0.0552,-230.3674164,0.53937,-0.362204791,-0.275590599,-0.503937006,-0.452755898,-0.165354401,-0.078740157
0.0554,-230.3674164,0.543307066,-0.358267845,-0.271653533,-0.5,-0.448818922,-0.16141732,-0.074803151
0.0556,-230.3674164,0.547244132,-0.358267725,-0.263779551,-0.496062994,-0.44094506,-0.153543488,-0.070866145
0.0558,-230.3674164,0.547244132,-0.354330719,-0.255905509,-0.492125928,-0.437007874,-0.149606302,-0.062992126
0.056,-230.3674164,0.547244132,-0.350393713,-0.251968503,-0.488189012,-0.437007874,-0.145669296,-0.05905512
0.0562,-230.3674164,0.547244132,-0.350393713,-0.248031497,-0.484251976,-0.433070868,-0.137795329,-0.05511811
0.0564,-230.3674164,0.547244132,-0.350393713,-0.24015759,-0.48031494,-0.429133892,-0.133858398,-0.051181104
0.0566,-230.3674164,0.547244132,-0.350393713,-0.236220479,-0.48031494,-0.425197036,-0.133858278,-0.047244098
0.0568,-230.3674164,0.543307066,-0.350393713,-0.232283473,-0.476377964,-0.425196856,-0.129921257,-0.043307088
0.057,-230.3674164,0.543307066,-0.350393713,-0.228346467,-0.476377964,-0.425196856,-0.125984251,-0.043307088
0.0572,-230.3674164,0.53937006,-0.350393713,-0.224409461,-0.472440958,-0.42125982,-0.125984251,-0.039370079
0.0574,-230.3674164,0.53937006,-0.346456707,-0.22047244,-0.472440958,-0.42125982,-0.122047253,-0.035433073
0.0576,-230.3674164,0.535433114,-0.346456707,-0.216535434,-0.468503952,-0.42125982,-0.122047253,-0.031496063
0.0578,-230.3674164,0.531495988,-0.346456707,-0.212598428,-0.468503952,-0.42125982,-0.122047193,-0.027559055
0.058,-230.3674164,0.523622036,-0.350393713,-0.212598428,-0.468503952,-0.42125982,-0.11811024,-0.027559055
0.0582,-230.3674164,0.51968503,-0.350393713,-0.208661422,-0.468503952,-0.42125982,-0.11811024,-0.027559055
0.0584,-230.3674164,0.515748144,-0.350393713,-0.204724416,-0.468503952,-0.42125982,-0.11811024,-0.027559055
0.0586,-230.3674164,0.515748024,-0.354330719,-0.204724416,-0.468503952,-0.425196676,-0.11811024,-0.023622049
0.0588,-230.3674164,0.511811018,-0.358267725,-0.204724416,-0.468503952,-0.425196856,-0.11811024,-0.023622049
0.059,-230.3674164,0.511811018,-0.358267725,-0.200787395,-0.468503952,-0.425196856,-0.11811024,-0.023622049
0.0592,-230.3674164,0.507874012,-0.362204731,-0.200787395,-0.472440898,-0.429133832,-0.122047253,-0.023622049
0.0594,-230.3674164,0.503937006,-0.362204731,-0.200787395,-0.472440958,-0.429133892,-0.122047253,-0.023622049
0.0596,-230.3674164,0.5,-0.366141737,-0.200787395,-0.472440958,-0.429133892,-0.122047253,-0.027559055
0.0598,-230.3674164,0.5,-0.370078772,-0.200787395,-0.472440958,-0.433070868,-0.122047253,-0.027559055
