Time,Force,D1,D2,D3,D4,D5,D6,D7,D8
0.0494,-95.2116061,-0.979113658,-0.870321454,-1.175721571,-1.119702814,-1.24885129,-1.171244959,-1.140502814,-0.91635592
0.0496,-106.6482132,-1.00451406,-0.89715167,-1.195363738,-1.139126186,-1.267001172,-1.193801406,-1.160363738,-0.937076274
0.0498,-78.06004687,-1.029310779,-0.923307499,-1.215562917,-1.15794751,-1.287500293,-1.215818981,-1.180084886,-0.956905214
0.05,-49.45803048,-1.053366237,-0.94853517,-1.236347011,-1.177187397,-1.310578664,-1.236943904,-1.199778077,-0.976481184
0.0502,-76.53057996,-1.075529174,-0.972499473,-1.257829174,-1.197815114,-1.334483831,-1.256821441,-1.219249561,-0.995180844
0.0504,-97.5,-1.097379894,-0.994748652,-1.279679894,-1.219767351,-1.35687374,-1.275117644,-1.237811372,-1.012305217
0.0506,-97.5,-1.11867522,-1.016265905,-1.30097522,-1.241814353,-1.375434212,-1.292767135,-1.255473345,-1.028831107
0.0508,-97.5,-1.13921652,-1.037510193,-1.321647745,-1.262454071,-1.390014177,-1.30981693,-1.271726421,-1.045285706
0.051,-97.5,-1.159528781,-1.058028781,-1.341531829,-1.281137925,-1.401602755,-1.325384467,-1.286818816,-1.061695545
0.0512,-121.9,-1.1789,-1.0774,-1.3597,-1.298,-1.4122,-1.3391,-1.3015,-1.0781
0.0514,-73.1,-1.197127726,-1.096465123,-1.376655979,-1.312846835,-1.425118581,-1.351517468,-1.316012485,-1.09428728
0.0516,-73.1,-1.215026948,-1.115233275,-1.393348682,-1.32808307,-1.441733275,-1.362929291,-1.330395313,-1.110339192
0.0518,-85.6787932,-1.232320445,-1.133693732,-1.409765788,-1.345596837,-1.460503046,-1.373849033,-1.344637844,-1.125444054
0.052,-97.5,-1.248413482,-1.151957386,-1.42626354,-1.364507444,-1.479057386,-1.385375733,-1.358682122,-1.139613365
0.0522,-97.5,-1.263944112,-1.169433216,-1.443333216,-1.384037961,-1.495501933,-1.397523726,-1.372111248,-1.152839367
0.0524,-73.85803048,-1.279072802,-1.185085229,-1.460325615,-1.402834936,-1.507917468,-1.409595135,-1.384504455,-1.165738628
0.0526,-92.53995313,-1.293098711,-1.199580023,-1.476100351,-1.418839367,-1.515818043,-1.420710838,-1.395829525,-1.178515759
0.0528,-82.24821324,-1.306849151,-1.213761629,-1.489911716,-1.431886819,-1.522374575,-1.431611834,-1.406111892,-1.191249209
0.053,-97.5,-1.319897069,-1.227598652,-1.501357972,-1.441637632,-1.5301017,-1.441893904,-1.4154017,-1.203851758
0.0532,-115.0388401,-1.332175571,-1.241166257,-1.510906678,-1.448997188,-1.540472408,-1.451666081,-1.424119156,-1.216319332
0.0534,-78.44598711,-1.343559285,-1.254462097,-1.519867428,-1.45496321,-1.553262097,-1.461657879,-1.432611248,-1.228115466
0.0536,-95.9705331,-1.354464148,-1.266695489,-1.529151611,-1.460988635,-1.566308026,-1.47094505,-1.441507733,-1.238932806
0.0538,-78.81763327,-1.364774634,-1.277638664,-1.539579262,-1.468182542,-1.577204335,-1.479052841,-1.450974634,-1.248727768
0.054,-97.5,-1.374068464,-1.287224736,-1.55035592,-1.474731067,-1.585131067,-1.486034174,-1.460065358,-1.258071571
0.0542,-111.6082601,-1.382689631,-1.295142707,-1.560036555,-1.48007065,-1.589834622,-1.492017575,-1.468100527,-1.26768348
0.0544,-103.6035735,-1.390099121,-1.301849209,-1.567774107,-1.483749619,-1.592149795,-1.496849443,-1.475074165,-1.276648916
0.0546,-75.00222743,-1.396855627,-1.307349179,-1.572895955,-1.485414244,-1.59296102,-1.50056612,-1.479911547,-1.285323095
0.0548,-75.38705331,-1.403178032,-1.312274927,-1.574262507,-1.485590627,-1.594624956,-1.503799941,-1.481818746,-1.293699883
0.055,-97.5,-1.40907456,-1.31701524,-1.573687573,-1.485526553,-1.597543494,-1.507470047,-1.482,-1.301040094
0.0552,-97.5,-1.414569244,-1.322113005,-1.573143761,-1.486081371,-1.600956591,-1.510518981,-1.482393849,-1.307444288
0.0554,-82.63415349,-1.419658875,-1.327319801,-1.574235735,-1.487979438,-1.60367481,-1.512431107,-1.484118512,-1.312758875
0.0556,-92.16518171,-1.424347304,-1.331656624,-1.577400352,-1.490675264,-1.60390932,-1.51368136,-1.486775264,-1.317603576
0.0558,-97.5,-1.428059402,-1.334782835,-1.582103163,-1.493201582,-1.601893732,-1.514662507,-1.489396895,-1.321645343
0.056,-97.5,-1.43117456,-1.337337222,-1.585824736,-1.494462544,-1.598487984,-1.515337456,-1.491062427,-1.324599648
0.0562,-104.7471002,-1.434601933,-1.33947522,-1.587459402,-1.493843585,-1.594738664,-1.5156,-1.49126239,-1.327353427
0.0564,-110.4647335,-1.43762478,-1.341537317,-1.586990744,-1.492343878,-1.591762683,-1.515553134,-1.489622086,-1.329837317
0.0566,-81.86740914,-1.440245428,-1.344457972,-1.584890504,-1.490831184,-1.589995252,-1.51517966,-1.4867983,-1.331668816
0.0568,-73.1,-1.44254382,-1.348100117,-1.582068658,-1.490237493,-1.588462449,-1.514024956,-1.484112419,-1.332506268
0.057,-97.11405975,-1.444376274,-1.351062039,-1.57933638,-1.490888928,-1.586034798,-1.511733216,-1.482617399,-1.332895255
0.0572,-76.91652021,-1.444853076,-1.352687698,-1.577837434,-1.493028471,-1.582258699,-1.508893322,-1.482446924,-1.332096661
0.0574,-89.49531342,-1.444370357,-1.353798418,-1.5775,-1.495193673,-1.577389338,-1.505748623,-1.482732806,-1.330475103
0.0576,-85.3,-1.44375,-1.3537,-1.5773,-1.4959,-1.57245,-1.50225,-1.4824,-1.32885
0.0578,-97.5,-1.443129643,-1.353198418,-1.576226479,-1.494657704,-1.568316989,-1.498818571,-1.480185764,-1.327426479
0.058,-97.5,-1.441550264,-1.3531,-1.573944112,-1.491316169,-1.565528471,-1.495875395,-1.475166432,-1.325818981
0.0582,-97.88594025,-1.43936362,-1.353401582,-1.570436731,-1.486520914,-1.564087346,-1.492755712,-1.468606678,-1.324481019
0.0584,-121.9,-1.436631342,-1.353350029,-1.565581429,-1.480456473,-1.563112537,-1.489400117,-1.461750205,-1.323037551
0.0586,-113.1325909,-1.433557972,-1.352089156,-1.559480012,-1.473236284,-1.561617292,-1.485614244,-1.455511196,-1.321325088
0.0588,-97.5,-1.429999707,-1.349618512,-1.552352548,-1.465693146,-1.558274634,-1.48158717,-1.45058717,-1.319343585
0.059,-97.5,-1.42561775,-1.346361336,-1.545252373,-1.458100879,-1.552111775,-1.476736555,-1.446650439,-1.316672232
0.0592,-76.14642438,-1.419936753,-1.342699531,-1.538511665,-1.450949121,-1.544173974,-1.470761723,-1.44324959,-1.312924502
0.0594,-98.64352665,-1.413632865,-1.33852191,-1.531604745,-1.443518805,-1.53504382,-1.464228178,-1.439689104,-1.30872191
0.0596,-111.2303634,-1.406866295,-1.334003576,-1.524156975,-1.436553751,-1.526466295,-1.457366295,-1.434110023,-1.304378488
0.0598,-82.63415349,-1.399560164,-1.32884628,-1.516303866,-1.429755536,-1.519707206,-1.449903866,-1.426608494,-1.300393322
